Date,Time,Trade No.,Price,Effect,Legs
6/15/2016,3:45:00 PM,167,0.07,credit,"sell to close 10 x $113 call exp. 7/8/2016 (23 DTE); buy to close 10 x $115.5 call exp. 7/8/2016 (23 DTE)"
6/17/2016,3:45:00 PM,165,0.06,credit,"sell to close 10 x $110 call exp. 6/24/2016 (7 DTE); buy to close 10 x $112.5 call exp. 6/24/2016 (7 DTE)"
6/17/2016,3:45:00 PM,169,0.44,debit,"buy to open 10 x $110.5 call exp. 7/22/2016 (35 DTE); sell to open 10 x $113 call exp. 7/22/2016 (35 DTE)"
6/24/2016,3:45:00 PM,168,0.03,credit,"sell to close 10 x $112 call exp. 7/15/2016 (21 DTE); buy to close 10 x $114 call exp. 7/15/2016 (21 DTE)"
6/24/2016,3:45:00 PM,170,0.52,debit,"buy to open 10 x $109.5 call exp. 7/29/2016 (35 DTE); sell to open 10 x $112.5 call exp. 7/29/2016 (35 DTE)"
6/27/2016,3:45:00 PM,169,0.03,credit,"sell to close 10 x $110.5 call exp. 7/22/2016 (25 DTE); buy to close 10 x $113 call exp. 7/22/2016 (25 DTE)"
7/1/2016,3:45:00 PM,171,0.41,debit,"buy to open 10 x $111.5 call exp. 8/5/2016 (35 DTE); sell to open 10 x $114 call exp. 8/5/2016 (35 DTE)"
7/8/2016,3:45:00 PM,172,0.36,debit,"buy to open 10 x $113.5 call exp. 8/12/2016 (35 DTE); sell to open 10 x $116 call exp. 8/12/2016 (35 DTE)"
7/15/2016,3:45:00 PM,173,0.37,debit,"buy to open 10 x $115 call exp. 8/19/2016 (35 DTE); sell to open 10 x $118 call exp. 8/19/2016 (35 DTE)"
7/22/2016,3:45:00 PM,174,0.28,debit,"buy to open 10 x $117 call exp. 8/26/2016 (35 DTE); sell to open 10 x $119 call exp. 8/26/2016 (35 DTE)"
7/29/2016,3:45:00 PM,175,0.34,debit,"buy to open 10 x $118.5 call exp. 9/2/2016 (35 DTE); sell to open 10 x $121 call exp. 9/2/2016 (35 DTE)"
7/29/2016,4:00:00 PM,170,115.23,credit,"sell to close 1000 shares"
7/29/2016,4:00:00 PM,170,115.23,debit,"buy to close 1000 shares"
8/5/2016,3:45:00 PM,176,0.26,debit,"buy to open 10 x $120 call exp. 9/9/2016 (35 DTE); sell to open 10 x $122 call exp. 9/9/2016 (35 DTE)"
8/5/2016,4:00:00 PM,171,116.78,credit,"sell to close 1000 shares"
8/5/2016,4:00:00 PM,171,116.78,debit,"buy to close 1000 shares"
8/12/2016,3:45:00 PM,177,0.39,debit,"buy to open 10 x $120 call exp. 9/16/2016 (35 DTE); sell to open 10 x $123 call exp. 9/16/2016 (35 DTE)"
8/12/2016,4:00:00 PM,172,117.2,credit,"sell to close 1000 shares"
8/12/2016,4:00:00 PM,172,117.2,debit,"buy to close 1000 shares"
8/19/2016,3:45:00 PM,178,0.39,debit,"buy to open 10 x $120 call exp. 9/23/2016 (35 DTE); sell to open 10 x $122.5 call exp. 9/23/2016 (35 DTE)"
8/19/2016,4:00:00 PM,173,117.26,credit,"sell to close 1000 shares"
8/25/2016,3:45:00 PM,176,0.06,credit,"sell to close 10 x $120 call exp. 9/9/2016 (15 DTE); buy to close 10 x $122 call exp. 9/9/2016 (15 DTE)"
8/26/2016,3:45:00 PM,174,0.01,credit,"sell to close 10 x $117 call exp. 8/26/2016 (0 DTE); buy to close 10 x $119 call exp. 8/26/2016 (0 DTE)"
8/26/2016,3:45:00 PM,179,0.33,debit,"buy to open 10 x $120 call exp. 9/30/2016 (35 DTE); sell to open 10 x $122 call exp. 9/30/2016 (35 DTE)"
8/29/2016,3:45:00 PM,175,0.05,credit,"sell to close 10 x $118.5 call exp. 9/2/2016 (4 DTE); buy to close 10 x $121 call exp. 9/2/2016 (4 DTE)"
8/30/2016,3:45:00 PM,177,0.05,credit,"sell to close 10 x $120 call exp. 9/16/2016 (17 DTE); buy to close 10 x $123 call exp. 9/16/2016 (17 DTE)"
9/2/2016,3:45:00 PM,180,0.32,debit,"buy to open 10 x $120 call exp. 10/7/2016 (35 DTE); sell to open 10 x $122 call exp. 10/7/2016 (35 DTE)"
9/8/2016,3:45:00 PM,178,0.07,credit,"sell to close 10 x $120 call exp. 9/23/2016 (15 DTE); buy to close 10 x $122.5 call exp. 9/23/2016 (15 DTE)"
9/9/2016,3:45:00 PM,179,0.05,credit,"sell to close 10 x $120 call exp. 9/30/2016 (21 DTE); buy to close 10 x $122 call exp. 9/30/2016 (21 DTE)"
9/9/2016,3:45:00 PM,181,0.47,debit,"buy to open 10 x $118 call exp. 10/14/2016 (35 DTE); sell to open 10 x $120.5 call exp. 10/14/2016 (35 DTE)"
9/16/2016,3:45:00 PM,182,0.34,debit,"buy to open 10 x $121 call exp. 10/21/2016 (35 DTE); sell to open 10 x $123 call exp. 10/21/2016 (35 DTE)"
9/23/2016,3:45:00 PM,183,0.41,debit,"buy to open 10 x $121.5 call exp. 10/28/2016 (35 DTE); sell to open 10 x $124 call exp. 10/28/2016 (35 DTE)"
9/30/2016,3:45:00 PM,184,0.45,debit,"buy to open 10 x $122 call exp. 11/4/2016 (35 DTE); sell to open 10 x $124.5 call exp. 11/4/2016 (35 DTE)"
10/4/2016,3:45:00 PM,180,0.05,credit,"sell to close 10 x $120 call exp. 10/7/2016 (3 DTE); buy to close 10 x $122 call exp. 10/7/2016 (3 DTE)"
10/7/2016,3:45:00 PM,185,0.48,debit,"buy to open 10 x $122 call exp. 11/11/2016 (35 DTE); sell to open 10 x $124.5 call exp. 11/11/2016 (35 DTE)"
10/11/2016,3:45:00 PM,182,0.02,credit,"sell to close 10 x $121 call exp. 10/21/2016 (10 DTE); buy to close 10 x $123 call exp. 10/21/2016 (10 DTE)"
10/11/2016,3:45:00 PM,183,0.08,credit,"sell to close 10 x $121.5 call exp. 10/28/2016 (17 DTE); buy to close 10 x $124 call exp. 10/28/2016 (17 DTE)"
10/13/2016,3:45:00 PM,181,0.03,credit,"sell to close 10 x $118 call exp. 10/14/2016 (1 DTE); buy to close 10 x $120.5 call exp. 10/14/2016 (1 DTE)"
10/13/2016,3:45:00 PM,184,0.07,credit,"sell to close 10 x $122 call exp. 11/4/2016 (22 DTE); buy to close 10 x $124.5 call exp. 11/4/2016 (22 DTE)"
10/14/2016,3:45:00 PM,186,0.52,debit,"buy to open 10 x $121 call exp. 11/18/2016 (35 DTE); sell to open 10 x $124 call exp. 11/18/2016 (35 DTE)"
10/21/2016,3:45:00 PM,187,0.41,debit,"buy to open 10 x $121.5 call exp. 11/25/2016 (35 DTE); sell to open 10 x $124 call exp. 11/25/2016 (35 DTE)"
10/28/2016,3:45:00 PM,185,0.07,credit,"sell to close 10 x $122 call exp. 11/11/2016 (14 DTE); buy to close 10 x $124.5 call exp. 11/11/2016 (14 DTE)"
10/28/2016,3:45:00 PM,188,0.5,debit,"buy to open 10 x $121 call exp. 12/2/2016 (35 DTE); sell to open 10 x $124 call exp. 12/2/2016 (35 DTE)"
11/3/2016,3:45:00 PM,186,0.05,credit,"sell to close 10 x $121 call exp. 11/18/2016 (15 DTE); buy to close 10 x $124 call exp. 11/18/2016 (15 DTE)"
11/3/2016,3:45:00 PM,187,0.04,credit,"sell to close 10 x $121.5 call exp. 11/25/2016 (22 DTE); buy to close 10 x $124 call exp. 11/25/2016 (22 DTE)"
11/4/2016,3:45:00 PM,189,0.51,debit,"buy to open 10 x $118.5 call exp. 12/9/2016 (35 DTE); sell to open 10 x $121.5 call exp. 12/9/2016 (35 DTE)"
11/10/2016,3:45:00 PM,188,0.08,credit,"sell to close 10 x $121 call exp. 12/2/2016 (22 DTE); buy to close 10 x $124 call exp. 12/2/2016 (22 DTE)"
11/11/2016,3:45:00 PM,190,0.44,debit,"buy to open 10 x $120 call exp. 12/16/2016 (35 DTE); sell to open 10 x $123 call exp. 12/16/2016 (35 DTE)"
11/18/2016,3:45:00 PM,191,0.38,debit,"buy to open 10 x $121 call exp. 12/23/2016 (35 DTE); sell to open 10 x $123.5 call exp. 12/23/2016 (35 DTE)"
11/25/2016,3:45:00 PM,192,0.31,debit,"buy to open 10 x $122 call exp. 12/30/2016 (35 DTE); sell to open 10 x $124 call exp. 12/30/2016 (35 DTE)"
12/1/2016,3:45:00 PM,190,0.08,credit,"sell to close 10 x $120 call exp. 12/16/2016 (15 DTE); buy to close 10 x $123 call exp. 12/16/2016 (15 DTE)"
12/1/2016,3:45:00 PM,191,0.06,credit,"sell to close 10 x $121 call exp. 12/23/2016 (22 DTE); buy to close 10 x $123.5 call exp. 12/23/2016 (22 DTE)"
12/1/2016,3:45:00 PM,192,0.05,credit,"sell to close 10 x $122 call exp. 12/30/2016 (29 DTE); buy to close 10 x $124 call exp. 12/30/2016 (29 DTE)"
12/2/2016,3:45:00 PM,189,0.07,credit,"sell to close 10 x $118.5 call exp. 12/9/2016 (7 DTE); buy to close 10 x $121.5 call exp. 12/9/2016 (7 DTE)"
12/2/2016,3:45:00 PM,193,0.48,debit,"buy to open 10 x $119 call exp. 1/6/2017 (35 DTE); sell to open 10 x $122 call exp. 1/6/2017 (35 DTE)"
12/9/2016,3:45:00 PM,194,0.34,debit,"buy to open 10 x $123 call exp. 1/13/2017 (35 DTE); sell to open 10 x $126 call exp. 1/13/2017 (35 DTE)"
12/16/2016,3:45:00 PM,195,0.42,debit,"buy to open 10 x $123 call exp. 1/20/2017 (35 DTE); sell to open 10 x $126 call exp. 1/20/2017 (35 DTE)"
12/23/2016,3:45:00 PM,196,0.37,debit,"buy to open 10 x $124 call exp. 1/27/2017 (35 DTE); sell to open 10 x $127 call exp. 1/27/2017 (35 DTE)"
12/30/2016,3:45:00 PM,194,0.04,credit,"sell to close 10 x $123 call exp. 1/13/2017 (14 DTE); buy to close 10 x $126 call exp. 1/13/2017 (14 DTE)"
12/30/2016,3:45:00 PM,197,0.49,debit,"buy to open 10 x $122.5 call exp. 2/3/2017 (35 DTE); sell to open 10 x $126 call exp. 2/3/2017 (35 DTE)"
1/6/2017,3:45:00 PM,198,0.35,debit,"buy to open 10 x $125.5 call exp. 2/10/2017 (35 DTE); sell to open 10 x $127.5 call exp. 2/10/2017 (35 DTE)"
1/6/2017,4:00:00 PM,193,121.93,credit,"sell to close 1000 shares"
1/13/2017,3:45:00 PM,199,0.35,debit,"buy to open 10 x $127 call exp. 2/17/2017 (35 DTE); sell to open 10 x $130 call exp. 2/17/2017 (35 DTE)"
1/20/2017,3:45:00 PM,200,0.34,debit,"buy to open 10 x $126.5 call exp. 2/24/2017 (35 DTE); sell to open 10 x $129 call exp. 2/24/2017 (35 DTE)"
1/20/2017,4:00:00 PM,195,123.25,credit,"sell to close 1000 shares"
1/27/2017,3:45:00 PM,201,0.3,debit,"buy to open 10 x $129 call exp. 3/3/2017 (35 DTE); sell to open 10 x $131.5 call exp. 3/3/2017 (35 DTE)"
1/27/2017,4:00:00 PM,196,125.8,credit,"sell to close 1000 shares"
2/3/2017,3:45:00 PM,202,0.36,debit,"buy to open 10 x $128.5 call exp. 3/10/2017 (35 DTE); sell to open 10 x $131 call exp. 3/10/2017 (35 DTE)"
2/3/2017,4:00:00 PM,197,125.68,credit,"sell to close 1000 shares"
2/10/2017,3:45:00 PM,203,0.28,debit,"buy to open 10 x $131 call exp. 3/17/2017 (35 DTE); sell to open 10 x $134 call exp. 3/17/2017 (35 DTE)"
2/10/2017,4:00:00 PM,198,127.38,credit,"sell to close 1000 shares"
2/17/2017,3:45:00 PM,204,0.33,debit,"buy to open 10 x $132.5 call exp. 3/24/2017 (35 DTE); sell to open 10 x $135 call exp. 3/24/2017 (35 DTE)"
2/17/2017,4:00:00 PM,199,129.81,credit,"sell to close 1000 shares"
2/24/2017,3:45:00 PM,205,0.33,debit,"buy to open 10 x $133 call exp. 3/31/2017 (35 DTE); sell to open 10 x $135 call exp. 3/31/2017 (35 DTE)"
2/24/2017,4:00:00 PM,200,130.26,credit,"sell to close 1000 shares"
2/24/2017,4:00:00 PM,200,130.26,debit,"buy to close 1000 shares"
3/3/2017,3:45:00 PM,206,0.31,debit,"buy to open 10 x $134 call exp. 4/7/2017 (35 DTE); sell to open 10 x $136.5 call exp. 4/7/2017 (35 DTE)"
3/3/2017,4:00:00 PM,201,131.02,credit,"sell to close 1000 shares"
3/10/2017,3:45:00 PM,207,0.34,debit,"buy to open 10 x $134 call exp. 4/13/2017 (34 DTE); sell to open 10 x $136.5 call exp. 4/13/2017 (34 DTE)"
3/10/2017,4:00:00 PM,202,131.39,credit,"sell to close 1000 shares"
3/10/2017,4:00:00 PM,202,131.39,debit,"buy to close 1000 shares"
3/17/2017,3:45:00 PM,208,0.23,debit,"buy to open 10 x $135 call exp. 4/21/2017 (35 DTE); sell to open 10 x $137 call exp. 4/21/2017 (35 DTE)"
3/17/2017,4:00:00 PM,203,131.69,credit,"sell to close 1000 shares"
3/21/2017,3:45:00 PM,204,0.01,credit,"sell to close 10 x $132.5 call exp. 3/24/2017 (3 DTE); buy to close 10 x $135 call exp. 3/24/2017 (3 DTE)"
3/21/2017,3:45:00 PM,205,0.05,credit,"sell to close 10 x $133 call exp. 3/31/2017 (10 DTE); buy to close 10 x $135 call exp. 3/31/2017 (10 DTE)"
3/21/2017,3:45:00 PM,206,0.04,credit,"sell to close 10 x $134 call exp. 4/7/2017 (17 DTE); buy to close 10 x $136.5 call exp. 4/7/2017 (17 DTE)"
3/24/2017,3:45:00 PM,209,0.35,debit,"buy to open 10 x $134.5 call exp. 4/28/2017 (35 DTE); sell to open 10 x $137 call exp. 4/28/2017 (35 DTE)"
3/31/2017,3:45:00 PM,210,0.35,debit,"buy to open 10 x $136 call exp. 5/5/2017 (35 DTE); sell to open 10 x $138.5 call exp. 5/5/2017 (35 DTE)"
4/6/2017,3:45:00 PM,207,0.03,credit,"sell to close 10 x $134 call exp. 4/13/2017 (7 DTE); buy to close 10 x $136.5 call exp. 4/13/2017 (7 DTE)"
4/6/2017,3:45:00 PM,208,0.04,credit,"sell to close 10 x $135 call exp. 4/21/2017 (15 DTE); buy to close 10 x $137 call exp. 4/21/2017 (15 DTE)"
4/7/2017,3:45:00 PM,211,0.37,debit,"buy to open 10 x $136 call exp. 5/12/2017 (35 DTE); sell to open 10 x $138.5 call exp. 5/12/2017 (35 DTE)"
4/17/2017,3:45:00 PM,210,0.07,credit,"sell to close 10 x $136 call exp. 5/5/2017 (18 DTE); buy to close 10 x $138.5 call exp. 5/5/2017 (18 DTE)"
4/21/2017,3:45:00 PM,212,0.43,debit,"buy to open 10 x $136 call exp. 5/26/2017 (35 DTE); sell to open 10 x $139 call exp. 5/26/2017 (35 DTE)"
4/28/2017,3:45:00 PM,213,0.3,debit,"buy to open 10 x $139 call exp. 6/2/2017 (35 DTE); sell to open 10 x $141 call exp. 6/2/2017 (35 DTE)"
4/28/2017,4:00:00 PM,209,135.99,credit,"sell to close 1000 shares"
5/5/2017,3:45:00 PM,214,0.29,debit,"buy to open 10 x $141 call exp. 6/9/2017 (35 DTE); sell to open 10 x $143.5 call exp. 6/9/2017 (35 DTE)"
5/12/2017,3:45:00 PM,215,0.29,debit,"buy to open 10 x $142 call exp. 6/16/2017 (35 DTE); sell to open 10 x $144 call exp. 6/16/2017 (35 DTE)"
5/12/2017,4:00:00 PM,211,138.6,credit,"sell to close 1000 shares"
5/12/2017,4:00:00 PM,211,138.6,debit,"buy to close 1000 shares"
5/19/2017,3:45:00 PM,216,0.32,debit,"buy to open 10 x $141.5 call exp. 6/23/2017 (35 DTE); sell to open 10 x $144 call exp. 6/23/2017 (35 DTE)"
5/26/2017,3:45:00 PM,217,0.23,debit,"buy to open 10 x $145 call exp. 6/30/2017 (35 DTE); sell to open 10 x $147 call exp. 6/30/2017 (35 DTE)"
5/26/2017,4:00:00 PM,212,141.22,credit,"sell to close 1000 shares"
5/26/2017,4:00:00 PM,212,141.22,debit,"buy to close 1000 shares"
6/2/2017,3:45:00 PM,218,0.28,debit,"buy to open 10 x $146.5 call exp. 7/7/2017 (35 DTE); sell to open 10 x $148 call exp. 7/7/2017 (35 DTE)"
6/2/2017,4:00:00 PM,213,143.46,credit,"sell to close 1000 shares"
6/2/2017,4:00:00 PM,213,143.46,debit,"buy to close 1000 shares"
6/9/2017,3:45:00 PM,214,0.01,debit,"sell to close 10 x $141 call exp. 6/9/2017 (0 DTE); buy to close 10 x $143.5 call exp. 6/9/2017 (0 DTE)"
6/9/2017,3:45:00 PM,219,0.51,debit,"buy to open 10 x $144.5 call exp. 7/14/2017 (35 DTE); sell to open 10 x $148 call exp. 7/14/2017 (35 DTE)"
6/12/2017,3:45:00 PM,218,0.03,credit,"sell to close 10 x $146.5 call exp. 7/7/2017 (25 DTE); buy to close 10 x $148 call exp. 7/7/2017 (25 DTE)"
6/14/2017,3:45:00 PM,215,0.04,credit,"sell to close 10 x $142 call exp. 6/16/2017 (2 DTE); buy to close 10 x $144 call exp. 6/16/2017 (2 DTE)"
6/15/2017,3:45:00 PM,217,0.03,credit,"sell to close 10 x $145 call exp. 6/30/2017 (15 DTE); buy to close 10 x $147 call exp. 6/30/2017 (15 DTE)"
6/16/2017,3:45:00 PM,220,0.43,debit,"buy to open 10 x $143 call exp. 7/21/2017 (35 DTE); sell to open 10 x $146 call exp. 7/21/2017 (35 DTE)"
6/23/2017,3:45:00 PM,216,0.01,debit,"sell to close 10 x $141.5 call exp. 6/23/2017 (0 DTE); buy to close 10 x $144 call exp. 6/23/2017 (0 DTE)"
6/23/2017,3:45:00 PM,221,0.45,debit,"buy to open 10 x $145.5 call exp. 7/28/2017 (35 DTE); sell to open 10 x $148.5 call exp. 7/28/2017 (35 DTE)"
6/27/2017,3:45:00 PM,219,0.09,credit,"sell to close 10 x $144.5 call exp. 7/14/2017 (17 DTE); buy to close 10 x $148 call exp. 7/14/2017 (17 DTE)"
6/29/2017,3:45:00 PM,221,0.09,credit,"sell to close 10 x $145.5 call exp. 7/28/2017 (29 DTE); buy to close 10 x $148.5 call exp. 7/28/2017 (29 DTE)"
6/30/2017,3:45:00 PM,222,0.59,debit,"buy to open 10 x $142.5 call exp. 8/4/2017 (35 DTE); sell to open 10 x $146 call exp. 8/4/2017 (35 DTE)"
7/3/2017,3:45:00 PM,220,0.08,credit,"sell to close 10 x $143 call exp. 7/21/2017 (18 DTE); buy to close 10 x $146 call exp. 7/21/2017 (18 DTE)"
7/7/2017,3:45:00 PM,223,0.56,debit,"buy to open 10 x $142.5 call exp. 8/11/2017 (35 DTE); sell to open 10 x $146 call exp. 8/11/2017 (35 DTE)"
7/14/2017,3:45:00 PM,224,0.52,debit,"buy to open 10 x $146 call exp. 8/18/2017 (35 DTE); sell to open 10 x $149 call exp. 8/18/2017 (35 DTE)"
7/21/2017,3:45:00 PM,225,0.39,debit,"buy to open 10 x $148.5 call exp. 8/25/2017 (35 DTE); sell to open 10 x $151 call exp. 8/25/2017 (35 DTE)"
7/28/2017,3:45:00 PM,226,0.4,debit,"buy to open 10 x $148.5 call exp. 9/1/2017 (35 DTE); sell to open 10 x $151 call exp. 9/1/2017 (35 DTE)"
8/4/2017,3:45:00 PM,225,0.08,credit,"sell to close 10 x $148.5 call exp. 8/25/2017 (21 DTE); buy to close 10 x $151 call exp. 8/25/2017 (21 DTE)"
8/4/2017,3:45:00 PM,227,0.43,debit,"buy to open 10 x $147.5 call exp. 9/8/2017 (35 DTE); sell to open 10 x $150 call exp. 9/8/2017 (35 DTE)"
8/4/2017,4:00:00 PM,222,143.65,credit,"sell to close 1000 shares"
8/10/2017,3:45:00 PM,223,0.09,credit,"sell to close 10 x $142.5 call exp. 8/11/2017 (1 DTE); buy to close 10 x $146 call exp. 8/11/2017 (1 DTE)"
8/10/2017,3:45:00 PM,224,0.05,credit,"sell to close 10 x $146 call exp. 8/18/2017 (8 DTE); buy to close 10 x $149 call exp. 8/18/2017 (8 DTE)"
8/10/2017,3:45:00 PM,226,0.05,credit,"sell to close 10 x $148.5 call exp. 9/1/2017 (22 DTE); buy to close 10 x $151 call exp. 9/1/2017 (22 DTE)"
8/11/2017,3:45:00 PM,228,0.51,debit,"buy to open 10 x $147 call exp. 9/15/2017 (35 DTE); sell to open 10 x $150 call exp. 9/15/2017 (35 DTE)"
8/18/2017,3:45:00 PM,229,0.58,debit,"buy to open 10 x $146 call exp. 9/22/2017 (35 DTE); sell to open 10 x $149 call exp. 9/22/2017 (35 DTE)"
8/21/2017,3:45:00 PM,227,0.03,credit,"sell to close 10 x $147.5 call exp. 9/8/2017 (18 DTE); buy to close 10 x $150 call exp. 9/8/2017 (18 DTE)"
8/25/2017,3:45:00 PM,230,0.54,debit,"buy to open 10 x $146 call exp. 9/29/2017 (35 DTE); sell to open 10 x $149 call exp. 9/29/2017 (35 DTE)"
8/28/2017,3:45:00 PM,228,0.09,credit,"sell to close 10 x $147 call exp. 9/15/2017 (18 DTE); buy to close 10 x $150 call exp. 9/15/2017 (18 DTE)"
9/1/2017,3:45:00 PM,231,0.3,debit,"buy to open 10 x $150 call exp. 10/6/2017 (35 DTE); sell to open 10 x $151.5 call exp. 10/6/2017 (35 DTE)"
9/8/2017,3:45:00 PM,232,0.56,debit,"buy to open 10 x $148 call exp. 10/13/2017 (35 DTE); sell to open 10 x $151 call exp. 10/13/2017 (35 DTE)"
9/14/2017,3:45:00 PM,231,0.05,credit,"sell to close 10 x $150 call exp. 10/6/2017 (22 DTE); buy to close 10 x $151.5 call exp. 10/6/2017 (22 DTE)"
9/15/2017,3:45:00 PM,233,0.42,debit,"buy to open 10 x $149 call exp. 10/20/2017 (35 DTE); sell to open 10 x $151 call exp. 10/20/2017 (35 DTE)"
9/21/2017,3:45:00 PM,229,0.01,debit,"sell to close 10 x $146 call exp. 9/22/2017 (1 DTE); buy to close 10 x $149 call exp. 9/22/2017 (1 DTE)"
9/22/2017,3:45:00 PM,234,0.41,debit,"buy to open 10 x $148.5 call exp. 10/27/2017 (35 DTE); sell to open 10 x $151 call exp. 10/27/2017 (35 DTE)"
9/25/2017,3:45:00 PM,230,0.03,credit,"sell to close 10 x $146 call exp. 9/29/2017 (4 DTE); buy to close 10 x $149 call exp. 9/29/2017 (4 DTE)"
9/25/2017,3:45:00 PM,232,0.09,credit,"sell to close 10 x $148 call exp. 10/13/2017 (18 DTE); buy to close 10 x $151 call exp. 10/13/2017 (18 DTE)"
9/25/2017,3:45:00 PM,233,0.07,credit,"sell to close 10 x $149 call exp. 10/20/2017 (25 DTE); buy to close 10 x $151 call exp. 10/20/2017 (25 DTE)"
9/29/2017,3:45:00 PM,235,0.44,debit,"buy to open 10 x $149.5 call exp. 11/3/2017 (35 DTE); sell to open 10 x $152 call exp. 11/3/2017 (35 DTE)"
10/6/2017,3:45:00 PM,236,0.32,debit,"buy to open 10 x $152 call exp. 11/10/2017 (35 DTE); sell to open 10 x $155 call exp. 11/10/2017 (35 DTE)"
10/13/2017,3:45:00 PM,237,0.28,debit,"buy to open 10 x $153 call exp. 11/17/2017 (35 DTE); sell to open 10 x $156 call exp. 11/17/2017 (35 DTE)"
10/20/2017,3:45:00 PM,238,0.39,debit,"buy to open 10 x $152.5 call exp. 11/24/2017 (35 DTE); sell to open 10 x $155 call exp. 11/24/2017 (35 DTE)"
10/27/2017,3:45:00 PM,239,0.46,debit,"buy to open 10 x $156 call exp. 12/1/2017 (35 DTE); sell to open 10 x $160 call exp. 12/1/2017 (35 DTE)"
10/27/2017,4:00:00 PM,234,151.24,credit,"sell to close 1000 shares"
10/27/2017,4:00:00 PM,234,151.24,debit,"buy to close 1000 shares"
11/3/2017,3:45:00 PM,240,0.53,debit,"buy to open 10 x $157.5 call exp. 12/8/2017 (35 DTE); sell to open 10 x $162.5 call exp. 12/8/2017 (35 DTE)"
11/3/2017,4:00:00 PM,235,153.27,credit,"sell to close 1000 shares"
11/3/2017,4:00:00 PM,235,153.27,debit,"buy to close 1000 shares"
11/10/2017,3:45:00 PM,241,0.54,debit,"buy to open 10 x $158 call exp. 12/15/2017 (35 DTE); sell to open 10 x $162 call exp. 12/15/2017 (35 DTE)"
11/10/2017,4:00:00 PM,236,153.68,credit,"sell to close 1000 shares"
11/17/2017,3:45:00 PM,242,0.41,debit,"buy to open 10 x $158 call exp. 12/22/2017 (35 DTE); sell to open 10 x $161 call exp. 12/22/2017 (35 DTE)"
11/17/2017,4:00:00 PM,237,153.95,credit,"sell to close 1000 shares"
11/24/2017,3:45:00 PM,243,0.37,debit,"buy to open 10 x $160 call exp. 12/29/2017 (35 DTE); sell to open 10 x $163 call exp. 12/29/2017 (35 DTE)"
11/24/2017,4:00:00 PM,238,156.26,credit,"sell to close 1000 shares"
11/24/2017,4:00:00 PM,238,156.26,debit,"buy to close 1000 shares"
12/1/2017,3:45:00 PM,239,0.01,debit,"sell to close 10 x $156 call exp. 12/1/2017 (0 DTE); buy to close 10 x $160 call exp. 12/1/2017 (0 DTE)"
12/1/2017,3:45:00 PM,244,0.53,debit,"buy to open 10 x $159 call exp. 1/5/2018 (35 DTE); sell to open 10 x $162.5 call exp. 1/5/2018 (35 DTE)"
12/4/2017,3:45:00 PM,240,0.03,credit,"sell to close 10 x $157.5 call exp. 12/8/2017 (4 DTE); buy to close 10 x $162.5 call exp. 12/8/2017 (4 DTE)"
12/5/2017,3:45:00 PM,241,0.1,credit,"sell to close 10 x $158 call exp. 12/15/2017 (10 DTE); buy to close 10 x $162 call exp. 12/15/2017 (10 DTE)"
12/8/2017,3:45:00 PM,245,0.47,debit,"buy to open 10 x $159 call exp. 1/12/2018 (35 DTE); sell to open 10 x $162.5 call exp. 1/12/2018 (35 DTE)"
12/15/2017,3:45:00 PM,246,0.33,debit,"buy to open 10 x $162 call exp. 1/19/2018 (35 DTE); sell to open 10 x $165 call exp. 1/19/2018 (35 DTE)"
12/22/2017,3:45:00 PM,242,0.01,debit,"sell to close 10 x $158 call exp. 12/22/2017 (0 DTE); buy to close 10 x $161 call exp. 12/22/2017 (0 DTE)"
12/22/2017,3:45:00 PM,243,0.03,credit,"sell to close 10 x $160 call exp. 12/29/2017 (7 DTE); buy to close 10 x $163 call exp. 12/29/2017 (7 DTE)"
12/22/2017,3:45:00 PM,247,0.29,debit,"buy to open 10 x $162 call exp. 1/26/2018 (35 DTE); sell to open 10 x $164 call exp. 1/26/2018 (35 DTE)"
12/29/2017,3:45:00 PM,244,0.04,credit,"sell to close 10 x $159 call exp. 1/5/2018 (7 DTE); buy to close 10 x $162.5 call exp. 1/5/2018 (7 DTE)"
12/29/2017,3:45:00 PM,246,0.06,credit,"sell to close 10 x $162 call exp. 1/19/2018 (21 DTE); buy to close 10 x $165 call exp. 1/19/2018 (21 DTE)"
12/29/2017,3:45:00 PM,248,0.55,debit,"buy to open 10 x $160.5 call exp. 2/2/2018 (35 DTE); sell to open 10 x $164.5 call exp. 2/2/2018 (35 DTE)"
1/5/2018,3:45:00 PM,249,0.49,debit,"buy to open 10 x $166.5 call exp. 2/9/2018 (35 DTE); sell to open 10 x $170 call exp. 2/9/2018 (35 DTE)"
1/12/2018,3:45:00 PM,250,0.45,debit,"buy to open 10 x $170 call exp. 2/16/2018 (35 DTE); sell to open 10 x $174 call exp. 2/16/2018 (35 DTE)"
1/12/2018,4:00:00 PM,245,164.49,credit,"sell to close 1000 shares"
1/12/2018,4:00:00 PM,245,164.49,debit,"buy to close 1000 shares"
1/19/2018,3:45:00 PM,251,0.63,debit,"buy to open 10 x $172 call exp. 2/23/2018 (35 DTE); sell to open 10 x $177.5 call exp. 2/23/2018 (35 DTE)"
1/26/2018,3:45:00 PM,252,0.56,debit,"buy to open 10 x $178 call exp. 3/2/2018 (35 DTE); sell to open 10 x $183 call exp. 3/2/2018 (35 DTE)"
1/26/2018,4:00:00 PM,247,170.93,credit,"sell to close 1000 shares"
1/26/2018,4:00:00 PM,247,170.93,debit,"buy to close 1000 shares"
